order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1828268,84665,prior,23,3,11,2.0
1105510,49311,prior,34,5,17,4.0
2661218,151909,prior,1,4,15,
1503381,91318,prior,19,1,12,7.0
649206,60545,prior,16,1,9,7.0
517715,101096,prior,12,4,12,10.0
300947,165532,prior,5,1,20,22.0
3328434,65251,test,4,4,16,9.0
2889943,58158,prior,12,1,18,2.0
247126,111818,test,24,2,15,24.0
764684,86767,prior,9,3,11,20.0
1638374,127400,prior,2,1,14,4.0
2325811,42505,prior,4,4,8,30.0
1444954,103737,prior,90,2,7,2.0
1990292,17582,prior,5,2,11,26.0
2547789,118398,prior,9,4,19,8.0
3346663,24625,prior,1,6,8,
2836488,127946,prior,37,2,16,9.0
1763742,84166,prior,11,2,8,9.0
250162,22944,train,8,2,14,30.0
480120,172553,prior,18,3,6,28.0
830156,166381,prior,42,4,21,6.0
3079781,94795,prior,76,6,8,2.0
597902,203381,prior,49,5,11,8.0
1744824,194929,prior,4,0,14,9.0
338308,145831,prior,3,4,13,2.0
2597234,200347,prior,2,6,15,30.0
2238880,144942,prior,25,2,13,14.0
2594193,174859,prior,27,1,11,12.0
173045,108748,prior,1,4,13,
3292059,313,prior,27,6,11,1.0
3292558,50567,prior,1,1,10,
524511,129462,prior,66,3,19,3.0
1729250,190121,prior,42,5,10,2.0
288083,110952,prior,4,6,19,15.0
311681,63790,prior,3,1,8,21.0
983220,165290,prior,2,5,17,15.0
3241369,182692,prior,3,1,13,14.0
1246028,154190,prior,25,6,9,2.0
2637511,81402,prior,34,5,12,7.0
2443406,169242,prior,21,3,16,0.0
3044261,34531,prior,17,1,10,8.0
1428445,143015,train,5,0,13,11.0
2318298,65353,prior,4,5,18,13.0
1544528,202194,train,10,2,0,8.0
411476,102067,prior,59,5,17,12.0
1765197,69565,prior,3,4,9,30.0
1547788,11667,prior,18,1,11,4.0
1797466,139416,prior,21,0,8,13.0
1152058,128545,prior,11,4,19,7.0
1612343,64372,prior,42,1,16,3.0
2419888,195498,prior,18,0,14,9.0
518937,145018,prior,8,6,9,7.0
3305998,91129,prior,3,5,15,2.0
2783918,38100,prior,6,4,17,29.0
20303,154636,prior,53,0,13,2.0
3290058,15071,prior,3,4,13,14.0
1371189,179897,prior,19,0,19,0.0
2056773,204586,prior,43,4,15,9.0
1996492,6575,prior,3,1,10,7.0
689364,157804,train,9,6,15,30.0
3057978,162674,prior,11,5,9,1.0
1625628,128169,prior,21,6,13,4.0
2059802,163226,prior,5,5,20,10.0
799243,178181,prior,3,0,20,7.0
999963,63992,prior,34,2,15,10.0
140887,57119,prior,1,3,12,
1780640,175540,prior,43,6,13,4.0
2813522,174149,prior,5,1,7,10.0
3373535,163301,prior,8,6,9,9.0
1586762,152974,prior,1,3,8,
2195765,75768,prior,3,0,7,7.0
1966059,173588,prior,45,3,13,5.0
537313,159848,prior,28,5,8,2.0
247197,183876,prior,4,4,8,30.0
2142097,42169,prior,1,0,5,
2148588,1496,prior,4,2,20,30.0
1057412,193942,prior,2,2,23,30.0
405657,103718,prior,5,4,10,30.0
894912,49921,prior,16,2,17,15.0
1908154,112884,prior,44,1,11,6.0
1454449,142174,prior,30,0,17,6.0
1908251,127759,prior,2,6,12,22.0
2274956,100003,prior,2,6,8,1.0
2292873,45959,prior,47,5,9,1.0
2384889,43575,train,5,0,19,7.0
2297322,166731,prior,16,1,13,11.0
1570372,162673,train,38,3,18,16.0
3266278,114682,prior,34,1,14,5.0
2116003,200408,prior,2,0,13,30.0
2028983,13334,prior,71,4,8,3.0
621212,28745,prior,41,1,11,3.0
340015,125375,prior,4,0,13,0.0
2812003,11205,prior,39,3,16,6.0
3204624,55474,prior,35,1,17,28.0
3411000,75357,prior,6,0,16,6.0
926604,91771,prior,77,1,22,6.0
1342563,13121,prior,6,5,10,9.0
1785626,192264,prior,3,4,6,30.0
3340031,61450,prior,3,0,11,30.0
1356644,80955,prior,59,1,18,2.0
1916728,110156,prior,14,1,13,15.0
1922110,80636,prior,1,1,14,
1585125,203193,prior,96,6,14,1.0
1948864,79667,prior,27,1,9,13.0
1346559,83254,prior,15,0,15,7.0
2036710,129665,prior,5,1,17,28.0
153840,39705,prior,6,3,14,12.0
2476085,108794,prior,6,2,17,5.0
3014935,90345,prior,1,2,8,
982218,160106,prior,53,6,22,1.0
1531167,200104,prior,8,1,17,26.0
1837137,34219,prior,23,5,15,15.0
403749,133848,train,9,1,18,6.0
1517159,87447,prior,1,4,17,
2672269,141069,prior,1,1,8,
2015005,134273,prior,2,1,17,20.0
2146306,144163,prior,10,6,19,2.0
524523,60727,prior,35,0,11,13.0
3049874,185683,prior,2,0,14,14.0
1968965,22543,prior,16,0,19,7.0
2930780,190517,prior,35,1,8,7.0
3165620,93656,prior,7,5,12,2.0
2476138,174861,prior,20,6,13,6.0
3111808,93208,prior,36,6,14,7.0
2464510,168767,prior,6,2,20,9.0
263080,113939,prior,4,6,11,30.0
3004075,187742,prior,43,6,16,3.0
2221541,129658,prior,8,0,19,28.0
2422776,178856,prior,4,3,16,6.0
261601,53436,prior,32,6,12,22.0
2719169,119228,prior,36,4,15,3.0
2653452,105171,prior,58,0,8,5.0
2062000,177837,prior,3,3,12,9.0
2853642,127046,prior,37,6,13,3.0
2164931,169288,prior,28,1,8,7.0
1523597,190078,prior,26,6,16,14.0
1616100,57747,prior,4,6,22,30.0
2801595,47774,prior,4,5,10,30.0
52791,29087,prior,4,0,9,10.0
2486566,179727,prior,3,6,11,6.0
3170853,186291,prior,39,3,10,2.0
1478762,182090,prior,15,1,18,7.0
3340302,147696,train,40,0,20,6.0
2045703,156678,prior,3,0,17,6.0
3185116,27092,prior,24,4,14,5.0
330413,3394,prior,11,6,9,7.0
829608,199427,prior,13,4,13,8.0
1685675,43134,prior,29,4,21,2.0
2897763,192439,prior,60,1,16,0.0
2602219,83999,prior,2,1,15,7.0
2683468,204923,prior,4,2,18,15.0
325564,45441,prior,6,2,20,5.0
2621067,55725,prior,11,5,13,0.0
2564576,98094,prior,2,1,14,10.0
2664137,183734,prior,10,1,16,17.0
3144577,73214,prior,26,5,16,7.0
2919611,47604,prior,9,4,12,6.0
3100368,23671,prior,1,2,10,
966340,89051,prior,8,0,20,6.0
694810,185027,prior,25,3,9,2.0
2226752,5283,train,77,4,9,16.0
2846797,68390,prior,35,1,12,12.0
667896,98282,prior,3,0,13,22.0
2914044,45503,prior,3,6,23,14.0
66273,182979,test,21,4,15,30.0
813410,200102,prior,20,4,18,4.0
191241,16307,prior,22,4,13,4.0
3205813,80605,prior,34,4,15,5.0
1339989,79704,prior,5,3,15,6.0
208107,98262,prior,11,1,11,5.0
2646436,151458,prior,21,2,6,5.0
3308863,157927,prior,7,4,14,30.0
2697846,105842,prior,3,6,7,29.0
142348,106523,prior,9,0,9,8.0
2849723,108606,prior,61,4,22,4.0
1395922,6401,prior,2,2,10,30.0
776018,64031,prior,7,2,14,18.0
2744594,53795,prior,15,1,9,11.0
1056614,180492,prior,26,5,10,4.0
1925892,139066,prior,2,6,19,12.0
3065292,103788,prior,21,3,14,5.0
1757761,114205,prior,3,1,12,21.0
2865612,684,prior,8,1,10,6.0
1021622,54957,prior,38,3,9,4.0
571152,55469,prior,24,0,17,12.0
1344261,190544,prior,3,0,16,9.0
2616803,105150,prior,21,3,16,6.0
2528547,85308,prior,6,5,7,18.0
374845,98652,prior,10,5,12,11.0
338927,36125,prior,15,5,13,16.0
3113697,204160,prior,30,3,12,7.0
7968,167139,prior,47,3,14,4.0
2041453,119225,test,19,5,5,30.0
1825352,7787,prior,3,2,17,3.0
781099,130605,prior,3,3,9,30.0
1604442,50174,prior,36,3,19,2.0
1407929,182027,test,10,1,8,15.0
3147374,44010,prior,4,5,11,13.0
1945267,5635,prior,2,0,17,5.0
1132771,173982,prior,85,6,11,4.0
2226995,42826,prior,30,0,9,8.0
1300677,182257,prior,45,6,7,11.0
2318692,182978,prior,2,1,15,14.0
2069232,14669,prior,35,1,14,2.0
682697,10651,prior,7,3,11,28.0
2740522,169910,prior,22,0,12,10.0
3405296,9082,prior,30,5,10,2.0
2769729,92994,prior,17,4,16,18.0
913430,196579,prior,11,1,12,19.0
1137600,83945,prior,6,5,11,7.0
2113670,44006,prior,25,3,8,6.0
766119,124280,prior,24,0,21,7.0
3015554,144756,prior,28,1,17,6.0
481375,143374,prior,4,1,10,4.0
1722474,15530,prior,33,5,21,6.0
2995948,86117,prior,3,0,21,1.0
1941967,64436,prior,5,6,13,15.0
592232,133522,prior,15,5,10,9.0
392868,67185,prior,9,0,14,19.0
2469644,60231,prior,3,3,19,17.0
2071009,76495,prior,1,6,7,
819172,151873,prior,2,4,16,9.0
1896098,35190,prior,3,5,9,2.0
576512,121375,prior,18,4,18,4.0
1854487,37498,prior,29,6,8,7.0
3191808,2322,prior,7,1,16,14.0
120062,96336,prior,8,0,10,12.0
1257585,141144,prior,6,4,8,6.0
2950749,135258,prior,20,3,13,30.0
1397267,72754,prior,49,5,8,6.0
1128588,160679,prior,14,4,14,24.0
1128934,137143,prior,17,0,17,9.0
1532708,133778,prior,3,5,12,17.0
2164976,148075,prior,12,5,7,11.0
3089926,197682,prior,8,1,13,13.0
1885533,195659,prior,1,1,13,
809106,98710,prior,18,4,17,4.0
212015,29343,prior,8,4,19,9.0
2964360,65765,prior,48,1,16,5.0
418924,19253,prior,32,1,12,4.0
1445762,112892,prior,9,0,12,8.0
1256660,105390,prior,22,3,15,5.0
1488849,26540,prior,36,5,8,13.0
2776064,40554,prior,7,0,14,3.0
1868709,74675,prior,2,4,14,22.0
2710437,116616,prior,21,5,20,4.0
1358055,74315,prior,14,1,22,1.0
251844,133071,prior,3,6,18,0.0
3010837,132631,prior,14,0,10,8.0
1602756,96421,prior,34,4,12,7.0
2766391,195246,prior,6,6,15,0.0
1568868,177255,prior,3,5,12,30.0
3151524,76905,prior,69,1,11,0.0
1408412,163315,prior,8,6,9,2.0
282103,132463,prior,5,1,16,30.0
1934235,35874,train,10,6,9,6.0
2839098,76114,prior,13,0,11,30.0
3119875,194902,prior,17,1,13,18.0
1880312,162334,prior,2,5,19,19.0
886574,57299,prior,8,3,15,5.0
1931029,40518,prior,15,5,18,6.0
2792229,110363,prior,18,2,13,8.0
1482706,39255,prior,3,4,12,3.0
2758789,50538,prior,5,1,1,30.0
3286761,98221,prior,13,1,17,30.0
623275,135193,prior,46,2,14,5.0
2084778,20173,prior,7,1,15,10.0
1358684,49210,test,100,0,22,2.0
2015218,93619,prior,3,4,19,3.0
2442232,102430,prior,10,0,11,9.0
333984,68254,prior,29,1,10,2.0
3097245,171695,prior,10,1,12,5.0
1498331,186127,prior,29,1,10,5.0
2769537,29755,prior,5,1,12,18.0
672948,16582,prior,12,4,11,1.0
1169413,31057,prior,50,2,11,12.0
1175628,49244,prior,10,4,17,6.0
40343,155087,prior,1,1,17,
979658,56281,prior,6,0,10,5.0
2421422,71917,prior,9,0,11,3.0
2182360,93904,prior,13,0,9,2.0
1250558,160964,prior,48,4,14,7.0
277700,131638,prior,5,4,17,28.0
1423580,6200,prior,3,3,23,30.0
1367927,66031,prior,30,2,9,4.0
269390,143764,prior,13,4,22,5.0
2070025,185414,prior,25,4,11,10.0
908179,73506,prior,42,1,16,9.0
1280231,100518,prior,14,4,8,2.0
3078755,153460,prior,5,0,16,19.0
1617176,130712,prior,11,4,11,7.0
224241,162731,prior,45,4,15,3.0
3261199,73343,prior,2,3,14,30.0
415300,189298,prior,6,3,10,16.0
2397131,50016,prior,51,6,10,18.0
2521958,95271,prior,3,5,7,3.0
1384323,62296,prior,9,6,10,2.0
214555,115300,prior,14,1,19,21.0
1513978,2270,prior,2,3,16,7.0
802845,74652,prior,3,3,0,30.0
2257200,149424,prior,18,5,19,30.0
2644245,69644,prior,14,5,9,8.0
3236554,176778,prior,10,5,20,21.0
2003455,97791,prior,25,5,19,7.0
3174310,38981,prior,3,5,11,6.0
736692,152460,prior,1,3,10,
1745502,10595,prior,15,2,19,4.0
1626574,67199,prior,67,2,10,5.0
2516911,158864,prior,10,5,9,15.0
2520987,70170,prior,11,1,9,10.0
2259404,30568,prior,12,3,12,6.0
1582338,115999,prior,4,4,15,16.0
1165050,1759,prior,36,1,16,8.0
1247719,163954,prior,16,6,14,11.0
1664109,154699,prior,2,6,13,20.0
486470,163492,prior,50,2,15,7.0
1537055,172697,prior,68,3,16,2.0
2653395,27900,prior,21,1,9,3.0
2462803,194187,prior,16,1,13,6.0
1161544,193414,prior,11,4,21,5.0
1439934,136390,prior,15,3,15,2.0
3152532,194072,prior,15,6,15,12.0
2550831,202811,prior,9,1,12,30.0
1354543,126131,prior,7,5,11,30.0
319536,95061,prior,37,6,22,7.0
647036,100553,prior,14,3,13,12.0
2405769,65610,prior,14,0,10,5.0
1692460,185257,prior,5,4,16,13.0
1456344,55723,prior,4,1,22,6.0
2980620,142110,prior,4,2,9,19.0
820797,23170,prior,95,5,9,2.0
430397,73276,prior,15,5,16,8.0
1351716,45963,prior,7,3,14,8.0
2056813,192589,prior,35,5,10,2.0
525820,38210,prior,23,2,12,2.0
3249414,55945,prior,16,6,14,30.0
2037427,143246,prior,10,0,13,8.0
2067671,176606,prior,3,4,10,1.0
42502,72668,prior,52,6,10,3.0
1908820,203884,prior,1,3,15,
2821859,145762,prior,6,1,12,30.0
2480800,178187,prior,62,5,20,4.0
968393,100046,prior,29,1,12,6.0
1085813,78038,prior,14,6,20,12.0
843650,19020,prior,75,0,15,4.0
2119180,26029,prior,24,1,14,6.0
801358,106666,prior,4,2,22,2.0
3304334,60807,prior,72,1,8,3.0
2404126,116695,prior,4,3,17,11.0
3228866,93940,prior,2,4,22,30.0
329379,118328,prior,1,6,12,
2095527,65523,prior,1,1,22,
1836489,144391,prior,1,2,8,
2820685,1281,prior,19,1,18,19.0
3222342,193373,prior,1,5,8,
3177909,146727,prior,3,1,20,8.0
3040963,32823,prior,42,0,10,8.0
954456,204142,prior,1,6,8,
864801,140464,prior,31,2,8,16.0
1013323,116272,prior,3,1,17,30.0
3072635,140089,prior,1,2,10,
955998,28740,prior,11,1,18,7.0
1273191,195318,prior,52,3,17,1.0
2423580,185139,prior,7,5,16,22.0
400085,15837,prior,7,0,13,5.0
378671,35545,prior,9,4,15,13.0
2654626,6432,prior,3,1,16,14.0
608287,2294,prior,11,2,18,22.0
1292286,140488,train,22,4,13,9.0
2492601,142455,prior,1,4,22,
1957624,81849,prior,4,5,17,9.0
1382888,183766,prior,2,4,9,30.0
1260963,69158,prior,21,4,7,7.0
25123,54995,prior,45,5,15,23.0
963819,88362,prior,16,3,9,9.0
351897,48182,prior,9,5,16,2.0
1315921,313,prior,9,4,11,0.0
188871,45791,prior,4,2,18,10.0
1181555,194619,prior,18,0,22,4.0
2713329,23375,prior,19,0,22,5.0
892651,46160,prior,9,6,0,29.0
304793,158668,prior,16,1,14,6.0
1934931,107076,prior,2,3,12,9.0
170371,198385,prior,1,5,8,
2787518,56741,prior,7,4,20,30.0
1345170,197831,prior,28,1,11,1.0
1935594,104935,prior,8,5,10,24.0
1585676,13255,prior,4,6,10,30.0
343974,101161,prior,37,0,12,14.0
1109020,95215,prior,11,6,20,10.0
1382823,186417,prior,11,4,15,19.0
2033941,35983,prior,26,1,12,14.0
336414,26343,train,11,0,16,21.0
1088384,87482,prior,14,1,8,30.0
2303377,167177,prior,1,2,16,
2499468,180602,prior,9,6,14,14.0
151697,27414,prior,54,3,8,9.0
3258025,86569,prior,36,6,15,4.0
425799,165422,prior,20,2,7,6.0
3108554,159064,prior,8,4,11,0.0
1944509,92287,prior,3,6,13,30.0
1020578,75124,prior,50,2,9,1.0
742882,33454,train,20,6,21,13.0
1011613,175486,prior,17,2,11,8.0
2260110,190996,prior,5,5,14,5.0
47620,191164,prior,24,6,15,4.0
17485,122897,prior,3,0,15,14.0
1559801,39750,prior,2,0,23,12.0
278699,16497,prior,12,2,16,30.0
536,138768,prior,1,1,9,
2586786,179122,prior,39,5,15,14.0
2752656,107430,prior,1,1,11,
1384899,26507,prior,3,6,20,11.0
569687,151454,prior,1,0,18,
2061535,39019,prior,23,0,9,3.0
1340423,32905,prior,9,6,12,3.0
119678,17588,prior,5,4,23,4.0
1097239,91808,prior,6,1,10,6.0
585697,54485,prior,96,4,12,1.0
140140,67435,prior,59,1,12,4.0
2264513,200912,prior,35,3,6,6.0
2441893,73213,prior,29,1,17,2.0
2524909,160294,prior,12,3,14,1.0
2035807,74074,test,6,2,11,30.0
3383487,152406,prior,2,3,11,7.0
3260222,18589,train,53,0,22,6.0
566551,71952,prior,5,5,16,6.0
1573343,142414,prior,9,2,13,30.0
2850878,55607,prior,9,2,10,5.0
3038382,106445,prior,6,2,9,8.0
3145502,14930,prior,2,1,17,30.0
2849355,22418,prior,9,0,16,2.0
2793071,65927,prior,76,1,11,7.0
1199555,152310,prior,17,6,9,16.0
1815805,110129,prior,42,1,8,3.0
1363808,193804,prior,20,1,20,19.0
3381316,31133,prior,17,3,12,7.0
1662967,111201,prior,11,5,11,4.0
993909,56785,prior,18,0,12,30.0
143857,61823,prior,62,4,8,8.0
3334776,137443,prior,5,6,16,30.0
2488739,137284,prior,25,5,14,13.0
2346038,18579,prior,1,1,16,
3389093,122350,prior,45,1,8,10.0
726376,86045,prior,16,4,14,21.0
126399,102063,prior,15,0,9,4.0
756942,167422,prior,9,2,9,26.0
1755664,195304,prior,65,5,15,3.0
1411460,44870,prior,57,3,11,2.0
2997164,33901,train,4,6,21,30.0
636236,197461,prior,3,1,12,13.0
1654361,34219,prior,33,3,22,3.0
1887553,126850,prior,3,6,13,20.0
732680,26002,prior,5,4,18,5.0
2310985,70669,prior,38,4,7,11.0
2296201,133921,prior,4,4,23,18.0
2574381,128876,prior,17,1,14,14.0
1648731,123764,prior,3,0,17,13.0
2787754,31889,prior,3,1,19,8.0
1050830,85692,prior,10,1,14,30.0
1961889,26484,prior,3,6,11,30.0
3397586,34535,prior,25,2,10,5.0
450375,29689,prior,14,1,22,22.0
2791441,151701,prior,2,5,11,30.0
2129437,146994,prior,28,2,10,22.0
3177807,121949,prior,2,1,12,9.0
164509,27907,prior,6,2,7,5.0
51917,46320,prior,37,5,14,3.0
747582,106897,prior,47,2,10,6.0
774829,45495,prior,11,3,10,4.0
2348154,34638,prior,12,2,11,2.0
1072548,6012,prior,18,1,20,6.0
2095135,59021,prior,25,0,13,7.0
1163496,331,prior,4,4,17,30.0
450462,189331,prior,6,0,12,0.0
1110918,201135,prior,48,4,8,3.0
2229115,183725,prior,4,6,13,1.0
381278,97645,prior,19,1,13,13.0
708360,165062,prior,43,0,16,2.0
537717,35875,prior,2,6,17,30.0
1703832,59562,prior,11,2,19,2.0
2783986,86465,prior,41,5,12,6.0
606491,152310,prior,35,5,1,4.0
637042,63388,test,73,0,9,3.0
400151,198063,prior,5,4,15,30.0
286119,127178,prior,27,2,7,6.0
1830698,85637,prior,10,6,14,10.0
1152308,40459,prior,8,0,21,30.0
1578832,36443,prior,13,4,11,14.0
1787815,153632,prior,34,6,15,4.0
3130214,96448,prior,4,2,14,8.0
1572841,191722,prior,31,6,18,3.0
406090,145082,prior,2,1,11,5.0
555197,187610,prior,16,3,15,1.0
1772328,85639,prior,3,2,23,22.0
613392,176741,prior,35,3,17,7.0
3217105,143772,prior,9,5,21,6.0
2842342,162669,prior,20,5,19,22.0
2104683,61354,prior,22,0,14,11.0
354453,153996,prior,22,1,9,2.0
390863,3942,prior,2,6,14,30.0
562607,173460,prior,3,1,17,30.0
945023,57635,prior,5,2,10,9.0
3281702,87473,prior,92,6,11,4.0
97991,197653,prior,10,0,11,7.0
2125388,200638,prior,15,0,14,7.0
876760,26967,prior,2,6,17,6.0
1123090,181136,train,9,4,10,22.0
1426491,174842,prior,10,2,10,14.0
108989,67006,prior,34,5,23,12.0
1255450,179395,prior,25,5,10,21.0
2483080,8250,prior,15,0,13,7.0
2425945,28207,prior,23,0,17,18.0
25671,112736,prior,5,0,10,4.0
2386490,1464,prior,1,1,11,
1625925,44605,prior,28,5,17,7.0
1705010,104838,prior,6,5,1,20.0
1907133,76295,prior,3,0,13,7.0
2194964,126529,prior,6,0,10,8.0
916121,92780,train,4,1,11,30.0
2854858,105233,test,5,6,10,30.0
605162,73283,prior,56,2,15,6.0
2346901,182507,prior,3,0,13,30.0
903062,188311,train,17,1,15,29.0
1635263,142100,prior,2,0,12,6.0
3368527,56931,prior,31,0,9,3.0
2225493,61250,prior,25,0,8,11.0
495207,24834,prior,6,0,10,30.0
2045707,176410,prior,4,4,10,30.0
1020755,169045,prior,1,1,19,
1971644,64556,prior,4,1,18,8.0
406831,78295,prior,9,4,14,30.0
3409103,157610,prior,34,1,18,4.0
3125163,95992,prior,3,5,15,19.0
2541417,156800,prior,2,6,16,30.0
6343,44593,prior,3,1,17,8.0
1281996,137755,prior,3,5,18,22.0
2502874,116203,prior,13,5,8,20.0
2532077,128005,prior,25,0,16,3.0
1480293,96832,prior,21,0,10,7.0
2382688,67374,prior,11,5,12,3.0
341616,25234,prior,2,5,8,17.0
2215453,137717,prior,5,0,8,14.0
3060499,13496,prior,18,5,12,3.0
42827,89572,prior,9,1,13,30.0
1563349,13057,prior,1,2,19,
2077433,95991,prior,21,6,18,15.0
334090,54889,prior,9,3,10,7.0
280914,165746,prior,44,2,12,4.0
1633068,4302,prior,7,5,8,7.0
1254115,28010,test,28,2,11,1.0
372028,20443,prior,1,4,16,
2993412,194452,prior,36,0,20,3.0
174968,64053,prior,5,6,8,9.0
709528,93481,prior,20,1,17,10.0
949039,16691,prior,8,1,14,15.0
575482,183692,prior,17,3,8,5.0
903317,94953,prior,21,6,12,14.0
2578976,36104,prior,17,4,15,4.0
1241055,79766,train,16,3,16,17.0
767543,22375,prior,2,0,11,23.0
1415740,106527,prior,22,1,10,4.0
4919,107926,prior,19,6,18,6.0
1651778,20610,prior,14,4,12,30.0
1720784,12993,prior,49,0,23,7.0
646840,108030,prior,3,5,13,14.0
3193275,4930,prior,4,4,12,18.0
1533454,111590,prior,15,6,19,10.0
1930649,76337,prior,5,0,6,9.0
109647,107169,prior,4,2,12,25.0
2466016,47523,prior,44,4,15,14.0
3312858,166345,prior,25,4,21,7.0
613748,118329,prior,9,4,10,9.0
1070094,99046,prior,23,4,11,2.0
2388387,60432,prior,33,5,16,4.0
2815780,66452,prior,21,1,13,8.0
1432669,147546,prior,19,5,10,2.0
48291,50556,prior,3,1,13,4.0
1549266,130543,prior,52,2,9,4.0
2515480,197247,prior,14,2,11,29.0
2760658,13649,prior,21,2,8,3.0
3334731,152241,prior,11,1,9,3.0
2303943,55568,prior,37,0,18,9.0
344017,66252,prior,79,4,11,2.0
2689433,71020,prior,8,2,6,30.0
1294201,137061,prior,8,3,15,30.0
2370197,112249,prior,4,1,21,7.0
3397193,202282,prior,1,5,9,
669989,12875,prior,19,5,14,7.0
3296328,142408,prior,4,1,11,30.0
2013023,203963,prior,2,0,11,18.0
359358,82355,prior,13,5,13,7.0
1792000,58897,prior,19,1,10,5.0
1756991,127890,prior,73,1,17,1.0
2626891,143369,prior,12,6,13,8.0
3082479,64337,prior,30,5,7,4.0
2391837,160614,prior,2,1,18,0.0
1237748,107794,prior,5,0,17,6.0
10610,46717,prior,10,0,11,30.0
1787245,168092,prior,25,2,20,7.0
920127,81634,prior,15,5,19,12.0
1492637,140045,prior,32,1,8,3.0
1745986,154466,prior,23,5,13,6.0
824675,13156,prior,8,1,9,14.0
1490937,143346,prior,15,1,14,6.0
75904,79911,prior,8,3,13,21.0
1041518,196493,prior,17,1,10,8.0
2118947,35155,prior,12,0,23,3.0
3090120,35367,prior,1,3,15,
3198749,19505,prior,14,6,20,6.0
2327471,75583,prior,21,6,9,14.0
2545860,172626,prior,1,1,12,
1928071,184461,prior,21,6,10,4.0
2856171,70092,prior,4,4,14,30.0
2186408,85935,prior,15,5,9,2.0
1553466,21793,prior,1,4,12,
1809518,183515,prior,1,1,18,
2564418,83058,prior,4,5,14,30.0
616856,149678,prior,27,2,13,4.0
2446239,70791,prior,1,0,9,
3214164,165246,prior,3,0,12,21.0
2081595,79973,prior,15,4,18,4.0
1059052,76297,prior,17,1,9,30.0
2200583,143186,prior,5,4,13,21.0
1243208,1401,prior,15,3,15,25.0
3303400,41994,prior,1,4,19,
2325347,93916,prior,1,3,9,
2288758,80681,prior,20,2,22,20.0
2598371,147850,prior,8,1,10,3.0
1808163,23744,prior,41,3,11,6.0
2907676,4114,prior,10,5,16,11.0
2155260,177083,prior,5,1,13,30.0
589302,197477,prior,13,4,12,3.0
2220591,135668,prior,3,2,15,2.0
363975,8748,prior,56,0,8,7.0
598061,30086,test,17,6,13,27.0
2603615,170316,prior,58,4,8,3.0
2676079,170932,prior,3,0,18,19.0
1302689,171231,prior,1,5,12,
51487,205294,prior,7,1,20,18.0
2582054,53452,prior,92,5,6,4.0
2313720,155010,train,17,5,11,29.0
1098842,109076,prior,10,3,8,11.0
844076,151470,prior,60,0,17,2.0
2425614,146059,prior,4,0,10,8.0
267200,179983,prior,16,2,21,7.0
2037846,142523,prior,2,6,0,8.0
1210135,74889,prior,48,6,11,9.0
2221319,133340,prior,4,0,9,5.0
525877,186466,prior,11,3,15,17.0
1449376,102268,prior,33,2,8,6.0
1247350,111267,prior,33,1,15,5.0
3216879,46345,prior,5,0,14,5.0
742547,117240,prior,11,0,21,8.0
2547553,82821,prior,13,3,14,13.0
1881370,143434,prior,39,5,8,3.0
1037803,62572,prior,11,4,20,8.0
1006382,21469,prior,61,1,11,6.0
311419,128219,prior,3,1,22,30.0
463165,103364,prior,13,1,0,4.0
2725288,48975,prior,3,2,10,27.0
2949325,149635,train,7,5,14,7.0
234913,134060,prior,27,6,19,3.0
1642980,33798,prior,4,3,8,14.0
2296914,62689,prior,19,1,8,5.0
634052,26955,train,5,6,11,30.0
630409,132231,prior,5,0,11,17.0
1642536,109357,prior,27,2,19,3.0
515936,182734,prior,15,4,17,10.0
1270963,161331,prior,13,2,17,9.0
920644,58191,prior,26,0,13,7.0
2794530,122366,prior,30,0,17,3.0
2232839,21197,prior,4,2,0,4.0
2645758,50019,prior,8,1,19,30.0
3100088,188639,prior,28,6,15,6.0
226544,115692,prior,5,6,14,30.0
2839146,154125,prior,5,0,14,6.0
116066,91239,prior,1,0,13,
3390244,26962,prior,24,4,16,9.0
1105640,161786,prior,16,2,13,0.0
37944,44870,prior,31,1,9,6.0
701874,49751,train,18,4,14,17.0
1056582,34067,prior,25,1,19,30.0
1494082,46593,prior,39,2,10,19.0
3042273,144044,prior,44,1,11,7.0
1136305,62168,prior,21,5,9,8.0
2138412,6721,prior,33,4,15,4.0
1826349,65948,prior,19,6,8,2.0
390636,165805,prior,23,6,16,7.0
2120676,176811,prior,36,0,17,3.0
3324347,126103,train,38,5,4,11.0
857145,53171,prior,28,6,10,8.0
2226355,63113,prior,41,5,14,4.0
410662,164739,prior,1,1,11,
2881694,158173,prior,20,2,11,12.0
1301129,59651,prior,7,2,16,30.0
2995780,69914,prior,2,6,19,6.0
1354217,23224,prior,5,0,19,9.0
2414268,25977,prior,2,1,10,7.0
719091,105916,prior,13,1,7,7.0
2871781,103508,prior,36,5,8,1.0
1546595,141569,train,4,4,16,2.0
2469326,34317,prior,36,5,20,5.0
3265675,88884,prior,2,2,9,26.0
2642373,181099,prior,5,1,9,30.0
857602,7729,prior,2,0,14,5.0
2733551,40308,prior,6,6,15,20.0
1169761,175799,prior,6,4,9,5.0
2208440,143423,prior,53,4,9,3.0
2660591,83372,prior,25,4,10,8.0
714351,163950,prior,3,1,14,19.0
275266,135040,prior,8,1,11,1.0
23091,151588,prior,10,3,11,7.0
815898,11497,prior,5,0,20,30.0
2875522,69622,prior,12,3,14,5.0
628247,70535,prior,7,6,16,26.0
